file_path,file_size,sheet_count,max_rows,max_cols,total_cells,non_empty_cells,numeric_cell_count,string_cell_count,formula_count,hyperlink_count,avg_cell_length,entropy_of_text,base64_pattern_count,hex_pattern_count,has_macro,remote_template_present,ocr_extracted_text_length,preview_image_text_entropy,deceptive_keywords_count_ocr,macro_line_count,macro_procedure_count,macro_chr_count,macro_string_function_count,macro_arithmetic_operator_count,macro_concatenation_count,macro_callbyname_count,macro_comment_lines,macro_average_line_length,macro_token_count,macro_count,uses_file_api,uses_network_api,uses_process_api,merged_cells_count,hidden_sheets_count,protected_sheets_count,named_ranges_count,empty_sheet_count,rich_text_formatting_count,macro_count_parentheses,macro_count_assignments,macro_max_line_length,macro_max_string_literals,macro_max_arithmetic_ops,macro_max_concat_ops,macro_vocab_size,preview_image_width,preview_image_height,label
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/1bc4312b28ecf76e309242fa1cd688baaa38a93c9cef7008fc59b12a95877ce4.xls,338944,3,138,135,21346,458,333,125,0,0,3.70742358078602,3.67164112555236,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70742358078602,221,0,1,0,1,0,0,0,0,0,0,0,0,32,0,4,0,221,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4009.xlsx,429468,2,2194,15,46095,39576,13328,26248,0,0,11.1173438447544,5.753183313348462,0,0,0,1,0,0,0,39576,0,124,0,13678,0,0,0,11.1173438447544,16661,0,1,0,1,0,0,0,0,0,0,0,0,40,0,2,0,16661,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4834.xlsx,383149,4,2379,12,39963,34198,11454,22744,0,0,11.13734721328733,5.755942567189634,0,0,0,1,0,0,0,34198,0,101,0,12032,0,0,0,11.13734721328733,15874,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,15874,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3011faa7a66d2821122fe27b265697e04ced23f51167536bd12975731f1fc14b.xlsx,70598,5,31,20,1174,64,0,64,53,0,48.640625,5.1735553632946,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,48.640625,157,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,157,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3104.xlsx,201179,1,2841,8,22728,17079,5712,11367,1,0,11.12073306399672,5.747880647738731,0,0,0,1,0,0,0,17079,0,49,0,5901,0,0,0,11.12073306399672,11681,0,0,0,0,0,0,0,0,0,0,2,1,38,0,2,0,11681,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5303.xlsx,399555,2,2706,11,41723,35745,11845,23900,0,0,11.20984753112323,5.752707799836628,0,0,0,1,0,0,0,35745,0,112,0,12704,0,0,0,11.20984753112323,16051,0,1,0,1,0,0,0,0,0,0,0,0,42,0,2,0,16051,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4746.xlsx,228747,1,1505,16,24080,20654,6937,13717,0,0,11.11978309286337,5.748645320015993,0,0,0,1,0,0,0,20654,0,68,0,7177,0,0,0,11.11978309286337,12760,0,1,0,0,0,0,0,0,0,0,0,0,37,0,2,0,12760,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/83a9fc1fe1ae148e5ecfb45ef507c3126681ab0444517dc57f96500275280863.xlsx,108032,4,46,20,1502,102,12,90,0,0,8.05882352941176,4.95034803186983,0,0,0,0,0,0,0,102,0,0,0,24,48,0,0,8.05882352941176,77,0,0,0,0,0,0,0,0,0,0,12,1,89,22,4,9,77,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/fd0aa135ba138392b03377231b441e9a7947d5ce1ed28dd53b62f68f676c64ef.xlsx,147188,10,37,20,1782,83,3,80,67,0,44.0481927710843,4.97634779067022,0,0,0,19,0,0,0,83,0,0,0,70,238,0,0,44.0481927710843,184,0,0,0,0,0,9,0,8,1,0,160,81,1848,12,6,158,184,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9748.xlsx,674002,3,2903,14,80002,62686,20822,41864,3,0,11.12725329419647,5.744809963035618,0,0,0,1,0,0,0,62686,0,227,0,22141,0,0,0,11.12725329419647,18787,0,1,0,1,0,0,0,0,0,0,6,3,39,0,2,0,18787,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/f19569329d5c4da3d39c0b7d6a3c537f11a69cdf9176c468e4d68c3f42a7ad74.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7571.xlsx,172272,2,1024,17,19058,15151,4981,10170,2,0,11.1551052735793,5.740629110776401,0,0,0,1,0,0,0,15151,0,43,0,5398,0,0,0,11.1551052735793,10883,0,1,0,1,0,0,0,0,0,0,6,2,40,0,2,0,10883,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3295.xlsx,139241,2,2592,11,12971,11121,3675,7446,0,0,11.16743098642208,5.757180767203691,0,0,0,1,0,0,0,11121,0,31,0,3926,0,0,0,11.16743098642208,9141,0,0,0,0,0,0,0,0,0,0,0,0,38,0,2,0,9141,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8bb58c6873871cb1548c7e388e4314c78a75d1cf4a3eee3e91dd585a96084352.xlsx,642300,3,34,6,206,53,16,37,2,1,10.6981132075471,5.97883440336643,0,0,0,12,0,0,0,53,0,0,0,9,0,0,0,10.6981132075471,96,0,0,0,0,12,0,0,0,2,56,8,2,86,0,8,0,96,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/20c7cf7f68b8dc0aee13c72fee952805c74b4176151cc7491f6e234c036382bc.xlsx,145412,1,118,12,1416,13,2,11,0,0,295.846153846153,5.27038464422474,9,0,0,0,0,0,0,13,0,0,0,5,16,0,0,295.846153846153,91,0,0,0,1,0,0,0,0,0,0,8,10,2765,18,2,14,91,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/f47af17b82cdd753cbba4f75be9e372ac7dca17452572c57df64f5bfea74abe9.xlsx,234496,3,70,29,2555,78,6,72,0,0,5.85897435897435,4.99264686062471,0,0,0,0,0,0,0,78,0,0,0,12,13,0,0,5.85897435897435,70,0,0,0,1,0,0,0,0,0,0,2,1,64,12,4,5,70,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3bb5af138221510e76cc45971465ebdd7f8efab1f505b4706fb61928b4b25933.xlsx,758003,1,48,6,288,62,20,42,7,0,11.1774193548387,6.7641606653845,0,0,0,10,0,0,0,64,0,0,0,28,0,0,0,10.796875,96,0,0,0,0,9,0,0,0,0,14,14,7,86,0,3,0,96,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/d7ad6a7697545335aed55c8bdf11b771c6096f86ccc29ec3e379ea424d28490c.xlsx,513510,1,230,10,2300,856,422,434,211,0,17.4521028037383,5.0298174586663,0,0,0,17,0,0,0,856,0,0,1,431,2,0,0,17.4521028037383,1091,0,0,0,0,0,0,0,0,0,7,14,211,50,0,2,1,1091,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5400.xlsx,129290,1,869,15,13035,11202,3718,7484,0,0,11.1952329941082,5.757825333463519,0,0,0,1,0,0,0,11202,0,41,0,3896,0,0,0,11.1952329941082,9213,0,1,0,0,0,0,0,0,0,0,0,0,34,0,2,0,9213,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/80ec87e06cdd29beb7ba70d2683738c5b06ed0f335173ff738ba15cc743a0555.xlsx,665348,3,56,1,58,56,0,56,0,0,23.625,4.89638125572205,0,0,0,10,0,0,0,56,0,0,0,8,0,0,0,23.625,120,0,0,0,0,0,0,0,0,2,0,42,0,43,0,2,0,120,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/77c83543a8b258d3bda52528197f56418d2ae17b2b710c9dbf87aae59e5d0f35.xlsx,187789,11,24,11,1539,49,1,48,31,0,18.8367346938775,5.40522461474621,0,0,0,19,0,0,0,49,0,0,0,6,31,0,0,18.8367346938775,97,0,0,0,0,0,10,0,2,1,0,54,35,45,4,2,2,97,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6990.xlsx,364111,1,2302,17,39134,33571,11167,22404,0,0,11.19522802418754,5.759860569420548,0,0,0,1,0,0,0,33571,0,127,0,11635,0,0,0,11.19522802418754,15591,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,15591,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1731.xlsx,143801,1,2273,7,15911,11733,3851,7882,1,0,11.23813176510696,5.763690869486446,0,0,0,1,0,0,0,11733,0,28,0,4128,0,0,0,11.23813176510696,9533,0,1,0,0,0,0,0,0,0,0,2,1,37,0,2,0,9533,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/2311ab6b236096b679079a7b0fa68c0b683ceaee1fee85bbb2d1dfb43f795c69.xlsx,35602,1,51,12,612,60,5,55,0,0,18.6,5.11788454073839,0,0,0,9,0,0,0,60,0,0,0,10,0,0,0,18.6,123,0,0,0,0,91,0,0,0,0,19,4,0,149,0,4,0,123,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_194.xlsx,630742,4,2139,19,69598,59554,19843,39711,0,0,11.14039359236995,5.754591675766926,0,0,0,1,0,0,0,59554,0,197,0,20884,0,0,0,11.14039359236995,18647,0,1,0,1,0,0,0,0,0,0,4,0,41,0,2,0,18647,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1617.xlsx,408768,3,1913,19,47457,37535,12473,25062,2,0,11.14868789130145,5.746427793575562,0,0,0,1,0,0,0,37535,0,146,0,13261,0,0,0,11.14868789130145,16323,0,1,0,1,0,0,0,0,0,0,4,2,37,0,2,0,16323,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4908.xlsx,343606,1,1957,20,39140,31914,10777,21137,1,0,11.11728395061728,5.753837459814209,0,0,0,1,0,0,0,31914,0,109,0,11027,0,0,0,11.11728395061728,15412,0,1,0,1,0,0,0,0,0,0,2,1,43,0,2,0,15412,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/bc2ef8c073a24c1270fb5ddd8b60af8e8cbd39ebe50bdddcb0998fbe7553ade5.xlsx,145408,1,118,12,1416,13,1,12,0,0,295.692307692307,5.26816673012222,9,0,0,0,0,0,0,13,0,0,0,5,16,0,0,295.692307692307,92,0,0,0,1,0,0,0,0,0,0,8,10,2765,18,2,14,92,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/12b0f22efdb6c56981acf8c173680bfe5337943b8e826712de23e00645985e38.xlsx,105503,7,37,20,1383,69,2,67,57,0,57.6521739130434,5.16785695173511,0,0,0,16,0,0,0,69,0,0,0,70,299,0,0,57.6521739130434,224,0,0,0,0,0,6,0,7,1,0,137,68,1907,47,6,138,224,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/489a8d75e0335e05d649b0e5cae103a142020fe00909e4e1f2d83704f07fff84.xlsx,145757,2,28,7,196,88,58,30,0,0,6.7840909090909,4.74213456995129,0,0,0,0,0,0,0,88,0,0,0,2,0,0,0,6.7840909090909,62,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,62,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_573.xlsx,347605,2,1979,16,39971,32007,10705,21302,2,0,11.11194426219265,5.752453069909796,0,0,0,1,0,0,0,32007,0,103,0,11233,0,0,0,11.11194426219265,15416,0,1,0,1,0,0,0,0,0,0,4,2,40,0,2,0,15416,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3323e0ed7c86a55255a0452a75b62834d9c9db67fe8f2be06b4e195a1ae0df90.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7468.xlsx,847448,3,2590,18,94198,80662,26914,53748,0,0,11.14373558800922,5.750714107784249,0,0,0,1,0,0,0,80662,0,270,0,28243,0,0,0,11.14373558800922,19785,0,1,0,1,0,0,0,0,0,0,0,0,40,0,2,0,19785,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2146.xlsx,48729,1,696,7,4872,3580,1189,2391,1,0,10.99441340782123,5.765243325829015,0,0,0,1,0,0,0,3580,0,3,0,1245,0,0,0,10.99441340782123,4219,0,0,0,0,0,0,0,0,0,0,2,1,35,0,2,0,4219,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/96fd1f9dabda6fde068881961384af2f2f183dc21e6dbbf0411b895f87d64d7a.xlsx,70594,5,31,20,1174,64,0,64,53,0,48.640625,5.1735553632946,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,48.640625,157,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,157,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4025.xlsx,294229,1,1667,19,31673,27114,9113,18001,0,0,11.11787268569743,5.754295614101038,0,0,0,1,0,0,0,27114,0,84,0,9316,0,0,0,11.11787268569743,14360,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,14360,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/31bdb8e9c2014302d1bef2cc0866a67a5092dd81fc7483bdb43409e5d044b5ba.xlsx,105503,7,37,20,1383,69,2,67,57,0,57.6521739130434,5.16785695173511,0,0,0,16,0,0,0,69,0,0,0,70,299,0,0,57.6521739130434,224,0,0,0,0,0,6,0,7,1,0,137,68,1907,47,6,138,224,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3404.xlsx,140515,1,2647,6,15882,11333,3760,7573,1,0,11.12794493955705,5.75268478087122,0,0,0,1,0,0,0,11333,0,39,0,4080,0,0,0,11.12794493955705,9267,0,1,0,1,0,0,0,0,0,0,2,1,36,0,2,0,9267,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3836.xlsx,510828,2,2936,14,54992,47169,15645,31524,0,0,11.18221713413471,5.749469042329432,0,0,0,1,0,0,0,47169,0,173,0,16645,0,0,0,11.18221713413471,17533,0,1,0,0,0,0,0,0,0,0,0,0,39,0,2,0,17533,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8353.xlsx,459824,4,2380,17,48344,41440,13871,27569,0,0,11.10033783783784,5.751022411348346,0,0,0,1,0,0,0,41440,0,118,0,14740,0,0,0,11.10033783783784,16873,0,1,0,1,0,0,0,0,0,0,2,0,38,0,2,0,16873,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9271.xlsx,467766,2,2809,17,50339,43241,14404,28837,0,0,11.17811798987072,5.74981037023086,0,0,0,1,0,0,0,43241,0,157,0,15260,0,0,0,11.17811798987072,17061,0,1,0,1,0,0,0,0,0,0,0,0,41,0,2,0,17061,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5175.xlsx,183703,4,1010,17,18457,15871,5273,10598,0,0,11.14504442064142,5.75664716031823,0,0,0,1,0,0,0,15871,0,54,0,5677,0,0,0,11.14504442064142,11081,0,1,0,0,0,0,0,0,0,0,0,0,37,0,2,0,11081,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7072.xlsx,171192,1,1115,16,17840,15237,5098,10139,0,0,11.13080002625189,5.754745842146047,0,0,0,1,0,0,0,15237,0,45,0,5419,0,0,0,11.13080002625189,10902,0,0,0,1,0,0,0,0,0,0,0,0,38,0,2,0,10902,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/e2f46b39f0f52de22acf312bfa82e7dc48db840b1f6c03827d13d010d22f4aeb.xlsx,12729,1,7,13,91,68,3,65,48,0,22.8970588235294,4.42482547571243,0,0,0,11,0,0,0,68,0,0,0,144,0,0,0,22.8970588235294,19,0,0,0,0,4,0,0,0,0,22,192,48,30,0,3,0,19,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4904.xlsx,14328,1,65,13,845,714,227,487,0,0,11.3655462184874,5.672662444370359,0,0,0,1,0,0,0,714,0,0,0,265,0,0,0,11.3655462184874,1105,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,0,1105,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_445.xlsx,531109,2,2965,20,61576,49765,16440,33325,2,0,11.18402491711042,5.754600868228104,0,0,0,1,0,0,0,49765,0,146,0,17648,0,0,0,11.18402491711042,17806,0,1,0,1,0,0,0,0,0,0,4,2,39,0,2,0,17806,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8942.xlsx,742033,4,2897,15,88857,68745,22877,45868,4,0,11.11848134409775,5.748437652660781,0,0,0,1,0,0,0,68745,0,212,0,24355,0,0,0,11.11848134409775,19172,0,1,0,1,0,0,0,0,0,0,8,4,42,0,2,0,19172,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/f31239b4446567ad4435fa2d7332fc07d7ba66c02eaaae1cc6a84b5eafd4ddf0.xls,338944,3,138,135,21346,458,333,125,0,0,3.70742358078602,3.67370519611743,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70742358078602,221,0,1,0,1,0,0,0,0,0,0,0,0,32,0,4,0,221,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2363.xlsx,9255,1,77,5,385,274,80,194,1,0,11.35036496350365,5.737127178418262,0,0,0,1,0,0,0,274,0,0,0,91,0,0,0,11.35036496350365,474,0,0,0,0,0,0,0,0,0,0,2,1,29,0,2,0,474,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9397.xlsx,487926,3,2693,17,53136,45485,15124,30361,0,0,11.16783555018138,5.751267209408934,0,0,0,1,0,0,0,45485,0,150,0,15746,0,0,0,11.16783555018138,17309,0,1,0,1,0,0,0,0,0,0,0,0,40,0,2,0,17309,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/575ca607eb245f4e07bd5303048cd527a72fd9fcb8d28a339fbd3991b1e49bba.xlsx,137216,3,62,13,1566,213,30,183,0,0,30.5774647887323,5.39020979399345,0,0,0,0,0,0,0,213,0,0,0,91,20,0,0,30.5774647887323,345,0,0,0,0,0,0,0,0,0,0,32,0,376,2,6,2,345,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c6e1b5a7064867a73604fd6aa7ab477793b3ab1e2066923cf74254ef4bf931a3.xls,338944,3,138,135,21346,458,333,125,0,0,3.70524017467248,3.67047893046306,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70524017467248,220,0,1,0,1,0,0,0,0,0,0,0,0,31,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3909.xlsx,865220,4,2574,19,103033,81700,27133,54567,4,0,11.18927784577723,5.754651195137225,0,0,0,1,0,0,0,81700,0,285,0,28743,0,0,0,11.18927784577723,19848,0,1,0,1,0,0,0,0,0,0,10,4,39,0,2,0,19848,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/04879c97def6cb0c9248aeb9f18a849fd795b05293929910f2e1ad1afa23f407.xls,338944,3,138,135,21346,458,333,125,0,0,3.70524017467248,3.67050546870998,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70524017467248,220,0,1,0,1,0,0,0,0,0,0,0,0,31,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2370.xlsx,59350,1,496,11,5456,4684,1605,3079,0,0,11.12745516652434,5.746089566114708,0,0,0,1,0,0,0,4684,0,20,0,1557,0,0,0,11.12745516652434,5231,0,1,0,0,0,0,0,0,0,0,0,0,39,0,2,0,5231,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9506.xlsx,91265,1,556,16,8896,7654,2547,5107,0,0,11.17311209824928,5.763493579360937,0,0,0,1,0,0,0,7654,0,20,0,2593,0,0,0,11.17311209824928,7360,0,1,0,1,0,0,0,0,0,0,2,0,35,0,2,0,7360,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/86cefb2330bbf8ed518b879345fc8ebc44c390dc52b8b0bf1a26609c2791f1c4.xlsx,70572,5,31,20,1174,64,0,64,53,0,48.171875,5.15693164268334,0,0,0,14,0,0,0,64,0,0,0,70,190,0,0,48.171875,151,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,151,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ae40ac07303dbe311007fea0b2ed264a6604cc22f02cda8e74323c4da5f74440.xls,338944,3,138,135,21346,458,333,125,0,0,3.7117903930131,3.67731049694575,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.7117903930131,220,0,1,0,1,0,0,0,0,0,0,0,0,34,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5243.xlsx,659203,4,2900,15,77931,61668,20614,41054,4,0,11.15182914964001,5.752433305904373,0,0,0,1,0,0,0,61668,0,214,0,21532,0,0,0,11.15182914964001,18849,0,1,0,1,0,0,0,0,0,0,10,4,39,0,2,0,18849,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c8734dd25b229a0fddb740c1549446726ce31c3af2f2e3f5af16ec3f1c556925.xlsx,102369,5,31,20,1174,64,0,64,53,0,47.875,5.13371567158432,0,0,0,14,0,0,0,64,0,0,0,69,190,0,0,47.875,148,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,148,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6250.xlsx,43503,1,863,4,3452,2963,972,1991,0,0,11.3945325683429,5.757461916857958,0,0,0,1,0,0,0,2963,0,14,0,1027,0,0,0,11.3945325683429,3699,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,3699,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/af931881445f375b740f42f182c797e8267c576e36f3093b10a935744154df60.xlsx,675840,1,3294,218,718092,6356,6314,42,0,0,6.02297042164883,3.11647284777393,0,0,0,0,0,0,0,6356,0,0,0,1,0,0,0,6.02297042164883,136,0,0,0,1,0,0,0,0,0,0,0,0,34,0,1,0,136,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6532.xlsx,483042,3,2361,18,52553,45132,15036,30096,0,0,11.11672427545865,5.739224493986189,0,0,0,1,0,0,0,45132,0,150,0,16001,0,0,0,11.11672427545865,17292,0,1,0,1,0,0,0,0,0,0,0,0,38,0,2,0,17292,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6407.xlsx,384868,1,2599,16,41584,35648,11947,23701,0,0,11.12716000897666,5.754374459615061,0,0,0,1,0,0,0,35648,0,127,0,12420,0,0,0,11.12716000897666,16037,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,16037,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/667dfa7e1fe48ee9cd5a01d164e7eb863c1e5230cfbd89b971ded00f13dbb5fb.xls,338944,3,138,135,21346,458,333,125,0,0,3.70524017467248,3.67047893046306,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70524017467248,220,0,1,0,1,0,0,0,0,0,0,0,0,31,0,4,0,220,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/032d16df59c9a45e044e348443a18d830b9f895329587559f1316536733ae277.xlsx,158761,5,132,71,15295,50,17,33,0,0,4.34,4.90274767779489,0,0,0,0,0,0,0,50,0,0,0,5,1,0,0,4.34,32,0,0,0,0,0,0,0,0,0,0,4,2,34,1,2,1,32,0,0,1
